epoch,mean_val_auc
1,0.798222
2,0.829111
3,0.864222
4,0.900444
5,0.924000
6,0.941556
7,0.959778
8,0.953556
9,0.936889
10,0.938889
11,0.934222
12,0.952778
13,0.933333
14,0.944444
15,0.944444
16,0.888889
17,0.888889
18,0.933333
19,0.888889
