epoch,mean_val_auc
1,0.757333
2,0.845333
3,0.877778
4,0.923333
5,0.941556
6,0.946667
7,0.948889
8,0.957111
9,0.948667
10,0.970370
11,0.955556
12,0.927778
13,0.950000
14,0.922222
15,0.922222
