fold,repeat,feature,feature_type,delta_auc,delta_accuracy,delta_brier
1,3,Y,Kinematic,0.08333333333333337,0.0,0.06104242404031174
1,3,Pressure,Kinematic,0.01388888888888895,-0.04166666666666663,0.01567425585053618
1,3,Azimuth,Kinematic,-0.006944444444444309,-0.04166666666666663,-0.015567365116047172
1,3,Tilt,Kinematic,0.006944444444444531,-0.04166666666666663,0.0010246758210022758
1,3,PenStatus,Kinematic,0.0,0.0,0.0015595647827763223
1,3,Vx,Kinematic,0.03472222222222232,0.0,0.058186447034780306
1,3,Vy,Kinematic,0.125,0.125,0.14009057918965842
1,3,Ax,Kinematic,-0.006944444444444309,-0.04166666666666663,-0.004812258744592991
1,3,Ay,Kinematic,1.1102230246251565e-16,0.0,0.028704375331747467
1,3,Jx,Kinematic,0.01388888888888895,0.0,0.019449114029120626
1,3,Jy,Kinematic,-0.01388888888888884,-0.04166666666666663,-0.013911505390208544
1,3,Age,Demographic,0.0,0.0,0.0001229834960796497
1,3,Gender,Demographic,0.0,0.0,-1.9321234658718767e-05
1,4,X,Kinematic,0.006944444444444531,-0.08333333333333337,-0.003609110049697606
1,4,Y,Kinematic,0.0277777777777779,-0.04166666666666663,0.017987206719463494
1,4,Pressure,Kinematic,0.0,0.0,0.008238027832624971
1,4,Azimuth,Kinematic,0.0,0.0,0.0006911132623226082
1,4,Tilt,Kinematic,0.006944444444444531,-0.04166666666666663,0.011779141229919451
1,4,PenStatus,Kinematic,0.0,-0.04166666666666663,0.0003271885813961109
1,4,Vx,Kinematic,0.02777777777777779,0.0,0.06760459184352702
1,4,Vy,Kinematic,0.17361111111111116,0.16666666666666663,0.18559586940531114
1,4,Ax,Kinematic,1.1102230246251565e-16,-0.04166666666666663,-0.0006890640301636108
1,4,Ay,Kinematic,-0.01388888888888884,0.0,0.007346374428841042
1,4,Jx,Kinematic,0.0,0.0,-0.001142397194928646
1,4,Jy,Kinematic,-0.01388888888888884,-0.04166666666666663,-0.0011349139449838286
1,4,Age,Demographic,0.0,0.0,9.929987802905632e-05
1,4,Gender,Demographic,0.0,0.0,0.0006653785264843157
1,5,X,Kinematic,0.006944444444444531,-0.04166666666666663,0.0029586131861057616
1,5,Y,Kinematic,0.06944444444444442,0.08333333333333337,0.07112747997913992
1,5,Pressure,Kinematic,0.01388888888888884,0.04166666666666663,0.011364702937095073
1,5,Azimuth,Kinematic,-0.006944444444444309,-0.08333333333333337,-0.01709189122809259
1,5,Tilt,Kinematic,0.0,-0.08333333333333337,-0.004052871410628232
1,5,PenStatus,Kinematic,0.0,0.0,0.005034532719438857
1,5,Vx,Kinematic,0.00694444444444442,0.0,0.038711537293744755
1,5,Vy,Kinematic,0.22916666666666674,0.20833333333333337,0.21577538756205855
1,5,Ax,Kinematic,-0.006944444444444309,-0.04166666666666663,-0.0044861809945713
1,5,Ay,Kinematic,-0.01388888888888884,0.0,-2.0315812815835388e-05
1,5,Jx,Kinematic,-0.006944444444444309,-0.04166666666666663,-0.004969110990320026
1,5,Jy,Kinematic,-0.01388888888888884,0.0,3.663628371577965e-07
1,5,Age,Demographic,0.0,0.0,0.0001307096809320049
1,5,Gender,Demographic,0.0,0.0,6.813090290880286e-06
1,6,X,Kinematic,0.0,-0.04166666666666663,-0.001652002804749815
1,6,Y,Kinematic,0.13888888888888895,0.08333333333333337,0.120777153579499
1,6,Pressure,Kinematic,0.00694444444444442,0.0,0.008002081272515275
1,6,Azimuth,Kinematic,-0.006944444444444309,-0.04166666666666663,-0.016557510511385397
1,6,Tilt,Kinematic,0.0,-0.04166666666666663,-0.0005861341449028626
1,6,PenStatus,Kinematic,0.0,0.0,0.0028397380674318948
1,6,Vx,Kinematic,0.04166666666666674,0.16666666666666663,0.10920769320164678
1,6,Vy,Kinematic,0.1527777777777779,0.16666666666666663,0.14077133278191412
1,6,Ax,Kinematic,-0.01388888888888884,-0.04166666666666663,-0.011460658163785602
1,6,Ay,Kinematic,1.1102230246251565e-16,0.0,0.024712261799288857
1,6,Jx,Kinematic,0.0,0.0,-0.008235905683140025
1,6,Jy,Kinematic,-0.01388888888888884,-0.04166666666666663,-0.0036496493824647036
1,6,Age,Demographic,0.0,0.0,0.00015839151185861183
1,6,Gender,Demographic,0.0,0.0,-2.6419348030402856e-05
1,7,X,Kinematic,0.00694444444444442,-0.04166666666666663,0.0005804283497833351
1,7,Y,Kinematic,0.08333333333333337,0.04166666666666663,0.09202330234897962
1,7,Pressure,Kinematic,0.01388888888888895,0.0,0.019081832558048017
1,7,Azimuth,Kinematic,-0.006944444444444309,-0.04166666666666663,-0.012448947826231398
1,7,Tilt,Kinematic,0.0,-0.08333333333333337,-0.008764566681183583
1,7,PenStatus,Kinematic,0.0,0.0,0.0033292497935442644
1,7,Vx,Kinematic,0.02083333333333337,0.0,0.03580519120166399
1,7,Vy,Kinematic,0.04861111111111116,0.08333333333333337,0.10883529478090001
1,7,Ax,Kinematic,-0.01388888888888884,-0.04166666666666663,-0.01032051913849074
1,7,Ay,Kinematic,-0.01388888888888884,0.0,0.009475256042098847
1,7,Jx,Kinematic,0.0,0.0,0.001882318415055706
1,7,Jy,Kinematic,-0.006944444444444309,-0.04166666666666663,0.01663945471382243
1,7,Age,Demographic,0.0,0.0,6.78311264197054e-05
1,7,Gender,Demographic,0.0,0.0,0.0008714710586518945
1,8,X,Kinematic,0.006944444444444531,-0.04166666666666663,-0.0003724592534845375
1,8,Y,Kinematic,0.08333333333333337,-0.04166666666666663,0.042584896314029896
1,8,Pressure,Kinematic,0.00694444444444442,0.0,0.02094117606568599
1,8,Azimuth,Kinematic,0.0,0.0,0.0038129109351543386
1,8,Tilt,Kinematic,0.0,0.0,-0.0016454678751099405
1,8,PenStatus,Kinematic,0.0,0.0,0.005131316723837653
